age,listening_time,songs_played_per_day,skip_rate,ads_listened_per_week,is_churned
18,274,64,0.51,0,0
22,98,83,0.5,13,0
37,138,87,0.29,31,1
22,100,92,0.6,0,0
54,11,40,0.52,0,0
20,194,52,0.2,0,0
52,220,31,0.54,0,0
36,100,34,0.08,35,1
40,164,46,0.28,0,0
49,57,82,0.18,30,0
16,60,9,0.6,39,0
50,41,4,0.46,0,0
22,217,50,0.44,28,1
17,61,15,0.56,0,0
45,155,7,0.27,0,0
37,287,94,0.5,28,0
59,162,7,0.47,0,1
52,180,21,0.36,0,0
31,211,48,0.24,0,0
29,76,77,0.23,0,1
35,69,83,0.37,0,0
57,146,98,0.06,0,1
41,22,72,0.11,0,0
50,16,64,0.05,0,0
24,49,21,0.22,0,0
33,195,33,0.0,0,0
27,224,88,0.01,0,0
59,260,58,0.41,5,1
28,54,44,0.03,0,0
51,92,54,0.08,0,1
25,287,23,0.51,43,0
26,194,64,0.09,0,0
16,248,60,0.09,32,0
46,14,24,0.35,0,1
25,194,91,0.17,0,1
35,197,30,0.21,0,0
20,185,79,0.37,0,0
57,159,75,0.42,0,0
49,103,15,0.58,0,0
35,93,1,0.4,0,0
56,198,28,0.0,24,0
46,201,13,0.24,39,1
23,249,79,0.04,0,0
45,254,57,0.43,0,0
17,238,73,0.07,0,0
36,164,90,0.26,0,0
36,181,9,0.59,0,0
46,86,98,0.23,0,0
37,25,1,0.28,0,0
27,81,52,0.5,0,0
25,26,88,0.11,0,0
34,171,94,0.03,24,0
38,194,98,0.24,0,0
49,166,69,0.14,0,0
18,190,41,0.3,21,0
30,235,12,0.46,0,0
48,47,86,0.58,0,0
35,45,33,0.53,0,0
20,226,85,0.36,0,1
37,110,38,0.57,0,1
26,26,54,0.25,0,1
45,238,20,0.02,0,0
28,294,60,0.39,18,0
49,150,85,0.04,0,0
49,165,62,0.27,0,0
50,234,90,0.13,0,1
53,14,28,0.34,39,1
26,284,14,0.5,10,0
33,75,71,0.51,0,0
59,129,48,0.21,0,0
38,104,59,0.01,0,1
48,243,48,0.6,33,1
20,188,10,0.33,0,0
31,65,7,0.04,0,0
28,203,95,0.09,0,0
58,100,14,0.34,0,1
34,13,90,0.44,0,1
45,76,54,0.5,41,0
44,191,25,0.26,11,0
35,251,27,0.52,42,1
48,189,92,0.23,0,0
53,144,84,0.52,0,0
45,46,6,0.28,0,0
56,187,2,0.11,0,0
52,175,28,0.16,0,1
34,33,68,0.23,0,0
29,108,45,0.34,0,0
41,17,47,0.14,0,0
51,199,13,0.02,0,0
19,67,9,0.43,10,1
36,30,18,0.05,0,0
57,140,57,0.46,0,0
32,106,50,0.33,0,0
59,45,24,0.54,0,0
39,67,38,0.06,0,1
17,298,44,0.33,0,0
56,236,4,0.1,0,0
56,245,60,0.35,0,0
57,201,36,0.09,0,0
37,218,76,0.44,46,1
40,114,12,0.23,0,0
24,256,11,0.3,0,0
54,85,69,0.39,0,0
58,85,24,0.33,26,1
49,211,91,0.34,26,0
55,136,64,0.28,0,1
32,78,95,0.15,0,1
51,239,36,0.37,0,0
22,49,38,0.11,0,0
37,252,68,0.42,24,0
19,292,75,0.23,11,0
26,95,50,0.26,39,0
49,188,45,0.31,0,0
35,117,41,0.18,0,0
44,170,32,0.3,0,1
56,191,72,0.24,0,0
30,124,73,0.43,0,0
45,83,55,0.57,0,0
52,273,15,0.09,20,0
47,208,48,0.38,0,1
46,245,65,0.57,0,0
53,107,6,0.53,0,0
41,277,79,0.25,14,0
23,288,25,0.2,0,0
49,132,31,0.22,6,0
16,27,21,0.57,0,0
22,111,80,0.14,16,0
54,129,54,0.26,0,0
41,99,58,0.59,0,0
27,196,23,0.59,0,1
31,148,7,0.18,0,0
44,94,13,0.23,47,0
27,78,53,0.31,0,1
30,109,62,0.43,0,1
38,111,32,0.22,0,0
54,152,88,0.21,15,0
55,87,23,0.58,0,0
44,173,30,0.38,0,0
16,113,68,0.24,0,0
22,291,43,0.14,7,1
37,292,15,0.48,0,0
49,57,47,0.15,0,0
45,42,41,0.17,0,0
38,98,7,0.55,0,1
20,62,94,0.52,0,1
44,11,74,0.47,0,0
39,110,19,0.38,11,0
50,236,55,0.1,0,0
58,260,50,0.1,47,0
16,131,40,0.34,47,0
29,195,71,0.58,0,1
34,112,34,0.25,0,0
57,189,67,0.45,0,0
46,105,21,0.32,11,0
32,32,98,0.25,18,0
16,148,90,0.53,0,0
43,20,56,0.09,0,0
19,294,5,0.44,0,0
28,241,47,0.28,0,0
27,135,18,0.53,0,0
44,201,75,0.15,0,0
18,185,32,0.01,0,0
33,54,63,0.02,0,1
45,198,4,0.15,0,0
20,114,44,0.47,16,0
37,140,14,0.02,31,0
25,69,95,0.26,41,1
40,147,22,0.43,0,1
49,103,34,0.18,0,0
46,50,82,0.14,0,0
30,257,28,0.36,0,0
20,138,6,0.44,0,0
25,99,51,0.14,0,1
52,18,4,0.12,0,0
34,267,70,0.39,0,0
33,181,81,0.28,14,0
59,138,72,0.2,0,0
21,195,55,0.07,43,1
59,71,45,0.22,0,0
45,246,6,0.22,45,1
22,154,21,0.1,41,1
31,212,24,0.44,0,0
38,87,14,0.38,18,0
17,48,44,0.59,0,1
51,85,90,0.33,0,1
31,155,2,0.36,0,1
46,160,17,0.5,0,0
56,28,15,0.17,18,0
31,200,50,0.33,40,0
58,130,80,0.17,0,0
23,270,72,0.21,0,1
51,207,92,0.14,0,1
50,66,91,0.38,0,0
22,36,20,0.27,0,1
49,182,81,0.6,32,0
34,125,94,0.02,15,0
44,84,83,0.04,0,0
23,128,82,0.36,0,0
57,295,76,0.39,0,1
29,80,52,0.53,0,0
57,80,93,0.24,0,1
23,175,87,0.02,0,0
48,39,32,0.04,0,0
32,164,32,0.21,0,0
47,297,71,0.13,0,0
45,21,73,0.16,0,0
33,172,51,0.51,0,0
28,146,88,0.35,0,1
22,36,2,0.31,0,0
42,66,53,0.5,25,0
30,267,45,0.17,0,1
48,40,62,0.01,0,0
17,219,35,0.46,13,0
33,56,87,0.44,0,0
47,208,49,0.3,45,0
53,146,54,0.12,0,0
38,253,47,0.38,0,0
28,201,54,0.41,0,1
40,151,85,0.57,20,0
41,110,61,0.44,0,0
59,254,60,0.25,41,0
38,284,96,0.53,0,0
23,257,58,0.35,0,0
50,183,37,0.55,11,0
29,184,38,0.55,10,0
59,185,18,0.48,49,1
43,144,44,0.34,0,0
42,183,1,0.04,0,1
41,21,57,0.22,30,0
21,154,8,0.35,0,0
28,262,25,0.56,0,0
44,86,4,0.43,0,0
35,144,12,0.27,0,0
40,13,71,0.32,0,0
43,260,29,0.03,6,0
59,235,51,0.31,0,1
41,99,43,0.04,19,0
58,155,39,0.14,24,0
41,128,12,0.05,0,0
40,265,31,0.54,0,0
21,154,96,0.25,0,0
22,244,22,0.37,0,0
23,161,9,0.43,0,0
31,275,78,0.19,0,0
34,171,45,0.15,0,0
16,27,19,0.03,0,1
46,104,13,0.39,0,0
29,28,74,0.22,0,0
31,112,17,0.37,42,0
47,87,10,0.07,0,0
52,155,39,0.34,0,1
37,151,63,0.16,29,0
49,23,7,0.43,40,0
48,193,74,0.46,0,0
42,126,5,0.35,0,0
35,90,37,0.21,0,0
36,246,4,0.57,0,0
26,291,43,0.06,0,1
42,99,67,0.26,0,0
22,184,50,0.09,0,0
41,222,4,0.06,26,1
45,152,32,0.49,14,1
35,75,92,0.38,0,1
58,36,86,0.34,0,0
40,14,55,0.11,24,0
55,258,66,0.21,0,0
51,32,25,0.49,0,0
27,61,63,0.11,13,0
46,11,67,0.4,36,1
23,215,42,0.33,0,0
30,150,78,0.47,0,0
53,116,37,0.44,0,0
39,51,11,0.56,23,1
16,94,2,0.56,0,1
16,212,3,0.23,16,0
54,73,86,0.07,41,0
18,276,22,0.18,0,0
49,248,61,0.49,0,0
18,102,43,0.36,0,0
26,110,58,0.19,0,1
34,140,43,0.35,18,1
52,226,6,0.3,18,1
41,210,34,0.04,0,0
23,78,48,0.43,0,0
39,53,39,0.01,0,0
44,46,66,0.2,11,0
20,170,8,0.29,46,0
39,95,91,0.16,0,0
51,16,64,0.36,0,1
57,149,14,0.4,0,0
54,105,78,0.11,0,0
46,280,76,0.03,0,0
40,43,32,0.02,0,1
47,137,70,0.1,0,0
35,18,35,0.19,0,0
43,265,89,0.56,28,0
41,291,70,0.44,0,1
16,91,78,0.37,0,1
55,79,55,0.1,47,0
55,204,10,0.12,0,0
24,250,81,0.27,16,0
24,36,47,0.08,0,0
41,277,2,0.59,0,0
34,198,17,0.54,0,0
32,134,71,0.43,14,0
41,21,61,0.19,0,0
34,135,31,0.2,46,0
27,205,53,0.42,0,1
32,139,69,0.56,0,0
54,242,23,0.15,0,0
32,244,59,0.47,0,1
20,80,67,0.31,0,0
51,51,59,0.14,0,0
58,232,15,0.01,0,0
16,173,65,0.5,34,0
25,199,90,0.51,0,1
54,52,4,0.55,0,0
57,226,55,0.6,0,0
34,47,58,0.59,0,1
45,62,31,0.36,20,0
51,235,30,0.44,0,1
20,294,20,0.14,0,0
25,13,86,0.47,34,0
58,245,79,0.29,0,0
46,119,87,0.55,26,1
51,144,59,0.16,0,0
57,219,73,0.07,0,0
19,239,21,0.59,0,1
24,118,18,0.5,0,0
21,170,5,0.48,0,0
59,151,61,0.07,0,1
58,67,50,0.5,0,0
58,274,18,0.03,0,0
38,101,47,0.06,39,1
18,240,74,0.18,46,0
55,39,25,0.21,0,0
21,77,13,0.21,0,0
35,43,27,0.07,0,1
27,167,87,0.55,0,0
30,136,16,0.22,0,0
19,71,1,0.19,24,0
51,273,69,0.24,16,0
49,148,52,0.56,0,0
52,188,86,0.54,29,0
52,187,30,0.29,0,0
46,124,64,0.11,0,0
35,226,55,0.25,0,1
30,195,87,0.1,0,1
31,77,80,0.35,0,0
17,128,34,0.06,0,1
56,146,64,0.16,0,0
47,234,10,0.47,0,0
42,282,57,0.31,0,0
46,226,22,0.08,0,0
52,111,33,0.16,0,0
52,74,79,0.26,0,0
28,33,67,0.12,0,1
17,239,42,0.01,0,0
58,83,50,0.12,8,0
53,266,4,0.17,0,0
41,95,96,0.01,0,0
57,13,89,0.16,0,0
57,33,48,0.48,0,0
24,170,23,0.18,0,0
33,87,40,0.57,0,0
53,79,73,0.53,16,0
37,56,10,0.02,0,0
56,23,68,0.45,0,1
40,57,56,0.06,0,0
52,145,90,0.14,0,0
45,151,51,0.55,0,0
25,296,69,0.52,12,1
22,33,98,0.51,0,1
16,131,28,0.31,0,1
19,170,84,0.43,0,0
37,239,39,0.22,46,1
20,99,23,0.26,0,0
47,251,40,0.42,0,1
17,197,26,0.48,0,1
17,65,28,0.25,0,1
33,285,65,0.49,0,0
53,298,37,0.5,0,0
22,211,19,0.24,0,1
41,192,54,0.31,0,1
39,57,92,0.52,0,0
24,51,78,0.54,0,0
45,18,79,0.3,0,0
17,264,61,0.51,0,0
54,238,57,0.51,0,0
25,79,16,0.55,32,0
48,40,8,0.29,0,1
42,233,94,0.37,0,0
59,242,67,0.41,0,0
21,194,46,0.15,0,0
17,204,6,0.49,44,0
44,82,83,0.34,0,0
17,92,65,0.16,0,0
41,119,91,0.14,41,1
36,133,6,0.59,0,0
53,44,67,0.18,0,0
20,120,11,0.2,0,0
56,227,83,0.44,7,0
19,96,22,0.28,0,0
22,261,68,0.56,0,0
25,43,6,0.09,0,1
19,215,33,0.0,20,0
38,89,86,0.12,0,0
54,223,29,0.33,0,0
55,222,74,0.49,34,0
49,74,12,0.49,6,0
38,248,65,0.57,0,0
38,183,50,0.59,0,1
22,280,10,0.32,0,0
25,299,99,0.3,0,0
17,285,6,0.19,18,0
18,23,58,0.5,0,0
18,150,51,0.44,14,0
48,210,60,0.05,42,1
22,254,86,0.45,0,1
54,182,69,0.17,0,0
40,136,72,0.52,0,0
32,147,88,0.15,0,0
49,279,78,0.56,0,0
40,212,66,0.27,0,1
44,185,64,0.45,15,0
25,34,91,0.11,0,0
33,118,36,0.58,0,0
36,28,39,0.27,0,0
20,10,76,0.49,0,0
58,165,21,0.02,0,0
46,56,96,0.58,0,0
30,70,42,0.01,0,0
45,150,98,0.48,0,1
26,66,29,0.22,0,0
29,281,22,0.24,8,0
56,30,86,0.05,0,1
35,194,76,0.12,0,0
55,34,70,0.38,0,0
28,20,16,0.1,0,0
56,75,62,0.3,0,0
59,127,54,0.52,0,0
20,272,46,0.1,0,0
57,213,85,0.05,15,0
16,97,5,0.6,32,0
38,273,28,0.25,0,0
58,228,14,0.03,41,0
26,102,2,0.04,19,0
51,92,49,0.4,5,0
21,125,29,0.08,0,0
55,62,20,0.57,28,0
40,151,96,0.42,18,0
46,206,23,0.49,0,0
24,118,60,0.51,0,1
35,232,18,0.49,25,0
34,297,36,0.39,0,0
19,125,95,0.57,0,1
52,177,83,0.45,0,0
58,171,97,0.03,0,0
33,261,18,0.28,0,1
53,187,27,0.11,0,1
45,233,78,0.15,0,1
49,131,55,0.5,0,1
22,111,48,0.01,0,0
56,44,62,0.37,0,1
19,114,35,0.04,0,0
22,106,76,0.07,0,0
37,255,9,0.56,12,1
26,213,78,0.14,0,0
16,95,46,0.03,0,0
58,135,34,0.22,0,0
49,272,75,0.53,48,0
41,92,55,0.56,8,1
36,270,73,0.42,0,1
55,172,43,0.3,0,0
41,200,70,0.38,0,1
53,252,68,0.04,0,1
54,167,73,0.31,0,0
54,231,79,0.48,0,0
26,86,65,0.0,32,0
26,10,75,0.59,0,0
33,281,87,0.46,0,1
44,89,34,0.46,0,0
47,250,75,0.03,0,0
27,185,6,0.18,0,0
33,148,48,0.3,0,1
44,278,94,0.38,44,0
46,251,69,0.59,0,0
19,34,78,0.36,0,0
42,64,84,0.19,0,0
28,256,84,0.21,0,0
55,259,20,0.01,0,0
44,59,10,0.2,0,0
34,280,88,0.31,14,1
55,98,70,0.07,0,0
26,85,46,0.09,0,0
42,83,12,0.04,0,0
38,272,39,0.31,44,0
47,271,94,0.52,31,1
28,56,58,0.31,20,1
37,140,70,0.59,0,0
58,208,86,0.1,0,1
26,67,7,0.02,0,0
19,267,99,0.51,35,0
57,292,23,0.07,0,0
33,241,99,0.53,0,0
59,179,26,0.3,0,0
56,18,27,0.14,0,0
53,151,22,0.54,0,1
35,164,60,0.49,0,1
39,144,70,0.35,0,0
29,216,72,0.0,0,0
42,219,2,0.04,0,0
34,187,74,0.22,0,0
38,244,46,0.1,0,0
20,166,69,0.25,0,0
31,19,27,0.53,16,0
24,163,55,0.2,0,0
28,298,12,0.59,0,0
38,20,93,0.32,0,1
29,92,96,0.08,43,0
43,78,48,0.21,0,0
28,126,59,0.36,0,0
22,229,70,0.02,0,0
17,203,57,0.0,41,1
36,137,59,0.1,0,0
50,135,27,0.3,0,1
29,26,35,0.28,0,1
32,214,99,0.46,0,1
51,72,82,0.44,0,0
22,164,55,0.48,0,0
42,204,32,0.05,36,1
39,215,11,0.52,23,1
44,229,6,0.33,0,0
56,269,54,0.21,0,0
52,21,72,0.55,0,0
30,27,92,0.08,6,1
20,101,39,0.5,0,0
33,83,71,0.21,46,1
27,221,53,0.01,0,1
38,135,12,0.04,0,0
34,144,56,0.12,0,1
46,93,46,0.59,0,0
26,56,44,0.38,0,0
20,111,92,0.36,0,1
50,224,39,0.25,8,0
54,274,32,0.03,0,0
32,93,3,0.22,0,0
22,247,57,0.42,31,1
24,198,81,0.44,0,1
40,240,42,0.05,0,0
29,219,49,0.48,0,0
37,214,68,0.39,0,0
37,94,76,0.58,0,0
31,84,87,0.46,0,0
37,149,52,0.48,0,0
56,298,74,0.41,12,0
30,75,5,0.02,0,1
27,250,39,0.51,0,0
18,119,50,0.5,0,0
20,218,6,0.02,0,1
46,229,33,0.13,0,0
21,89,9,0.43,0,0
45,246,52,0.35,0,0
32,146,57,0.36,0,1
54,90,19,0.19,45,1
19,219,58,0.22,0,0
25,120,52,0.32,0,0
40,172,21,0.36,0,0
43,187,75,0.54,0,0
44,190,36,0.27,0,0
51,42,21,0.03,0,0
26,23,87,0.11,27,0
18,104,78,0.55,47,0
43,294,20,0.46,46,0
38,72,61,0.2,0,0
40,266,71,0.31,0,0
49,265,31,0.56,0,0
20,210,82,0.51,0,0
36,252,85,0.55,0,0
43,258,47,0.16,0,1
55,129,24,0.19,0,1
37,224,29,0.56,0,0
16,269,57,0.52,0,0
45,49,96,0.14,0,1
48,31,46,0.08,47,1
28,268,39,0.42,0,0
19,113,92,0.26,0,1
27,45,9,0.21,0,0
26,222,5,0.03,0,1
30,77,92,0.52,19,1
39,79,5,0.37,7,0
34,250,13,0.48,0,1
42,53,72,0.5,0,1
37,53,59,0.13,0,0
16,184,56,0.52,12,1
54,266,60,0.16,0,0
59,63,83,0.34,0,1
53,103,40,0.32,0,0
21,203,70,0.56,20,1
56,201,42,0.15,0,0
16,172,81,0.18,0,0
59,227,23,0.07,0,0
30,103,11,0.25,24,0
21,260,97,0.25,0,0
36,189,30,0.53,20,0
38,283,69,0.01,35,0
56,289,99,0.38,0,1
32,96,70,0.21,0,0
47,116,21,0.24,46,0
30,185,18,0.22,0,0
22,207,65,0.04,0,1
58,100,48,0.53,0,0
54,36,68,0.35,0,1
20,269,96,0.34,0,0
27,76,34,0.18,0,0
27,36,57,0.39,0,0
49,89,25,0.35,0,0
18,224,2,0.17,0,0
26,42,73,0.55,0,0
59,138,3,0.16,0,1
59,296,16,0.54,0,0
25,238,25,0.13,0,0
38,260,42,0.43,0,0
36,90,45,0.13,0,1
25,54,43,0.0,0,0
58,238,74,0.2,0,1
21,242,18,0.12,0,0
24,150,53,0.21,44,0
29,261,92,0.44,0,1
54,201,65,0.13,0,0
21,28,82,0.06,0,0
59,26,37,0.27,0,1
44,170,55,0.28,0,0
26,229,61,0.29,15,0
33,54,44,0.5,0,0
53,167,2,0.1,34,0
23,64,85,0.16,0,0
41,137,74,0.53,0,1
17,183,1,0.17,0,1
41,177,85,0.28,0,0
42,86,4,0.2,29,0
19,180,40,0.32,0,0
51,228,36,0.23,21,1
33,29,54,0.04,5,1
27,255,22,0.01,25,0
28,210,34,0.27,0,0
54,53,23,0.44,0,0
17,260,38,0.51,0,0
34,242,28,0.43,0,0
44,270,37,0.07,31,1
33,107,75,0.45,0,0
55,83,43,0.53,0,1
41,136,77,0.23,0,0
53,137,48,0.34,0,0
52,194,75,0.42,0,0
51,296,31,0.49,0,0
49,177,57,0.46,0,1
17,78,2,0.32,9,0
28,171,19,0.48,0,1
17,62,90,0.34,0,0
57,69,21,0.41,27,0
36,193,57,0.34,0,0
43,273,68,0.23,0,0
39,141,49,0.54,0,0
43,171,69,0.37,0,0
58,143,17,0.36,0,0
47,98,3,0.0,0,0
59,199,67,0.14,0,0
59,186,92,0.12,0,1
24,203,75,0.26,27,0
18,105,51,0.01,0,1
39,245,16,0.5,0,0
32,11,66,0.5,0,0
59,142,29,0.05,11,0
51,223,55,0.42,0,0
24,88,7,0.33,0,0
33,32,13,0.51,0,0
21,93,31,0.37,0,0
32,215,39,0.4,0,0
52,204,58,0.11,0,0
49,83,45,0.03,0,0
50,115,68,0.19,0,0
18,203,12,0.24,0,1
22,293,98,0.35,0,1
46,81,66,0.34,0,1
43,117,68,0.3,0,0
50,150,71,0.02,0,0
53,250,18,0.2,0,0
48,24,26,0.49,0,0
40,275,21,0.26,0,0
50,63,7,0.11,0,0
30,243,14,0.0,25,0
43,75,43,0.57,0,1
35,74,45,0.12,0,0
57,223,18,0.35,0,0
47,47,59,0.08,0,1
40,137,5,0.58,0,0
16,29,67,0.11,0,1
28,64,97,0.13,45,0
20,226,82,0.53,0,0
30,225,46,0.21,8,0
24,175,51,0.15,0,1
37,280,55,0.29,0,0
26,285,44,0.48,21,0
54,224,60,0.4,0,0
25,282,44,0.4,0,0
38,155,80,0.07,0,0
52,243,2,0.48,0,0
29,255,99,0.25,0,1
59,206,23,0.29,9,0
20,274,54,0.6,0,0
19,289,61,0.31,18,0
48,70,50,0.32,0,1
25,122,82,0.27,47,0
50,170,88,0.36,10,0
26,82,93,0.05,0,0
33,94,49,0.58,0,0
34,255,49,0.3,0,1
51,267,12,0.48,0,1
57,84,40,0.58,0,0
42,23,66,0.49,0,0
24,59,96,0.39,30,0
27,204,23,0.49,8,1
54,31,33,0.2,0,0
26,274,48,0.59,0,1
21,109,17,0.2,0,1
39,186,37,0.38,0,0
34,297,56,0.49,0,0
38,142,68,0.23,0,0
53,52,20,0.37,42,0
39,246,37,0.17,0,1
51,132,14,0.6,0,0
47,264,95,0.06,0,0
40,260,33,0.32,0,0
54,88,24,0.51,0,1
48,156,5,0.16,0,0
30,21,35,0.44,0,0
45,61,77,0.21,0,0
31,282,58,0.06,15,1
23,99,39,0.4,46,0
27,26,95,0.17,47,1
37,18,18,0.16,0,0
30,211,57,0.15,0,0
17,299,26,0.16,0,0
16,218,68,0.25,0,1
56,227,40,0.6,0,0
37,100,93,0.33,27,0
31,48,46,0.29,0,0
36,68,20,0.47,17,0
57,35,39,0.41,0,0
23,287,63,0.07,0,0
59,195,67,0.57,0,0
37,69,47,0.22,0,0
39,140,54,0.16,33,1
18,174,49,0.57,0,0
40,257,50,0.38,0,0
54,257,87,0.28,0,0
42,214,25,0.3,0,0
27,274,17,0.24,0,1
58,251,82,0.18,0,0
16,171,7,0.27,0,1
54,63,68,0.21,0,0
18,202,90,0.16,16,0
18,27,58,0.11,0,0
46,10,41,0.52,20,1
30,249,21,0.53,0,0
22,29,35,0.46,9,0
32,140,92,0.28,0,1
27,165,35,0.58,0,0
37,100,24,0.1,0,1
22,284,23,0.07,31,0
57,214,30,0.17,0,1
48,172,36,0.27,0,1
43,220,39,0.3,0,0
44,146,20,0.08,0,1
23,238,91,0.2,0,0
37,296,34,0.01,46,1
46,273,3,0.22,0,0
42,165,63,0.47,0,1
55,179,44,0.3,20,0
46,212,45,0.34,0,0
44,203,69,0.2,0,0
16,184,83,0.14,0,1
36,226,2,0.13,0,1
21,82,73,0.26,0,1
17,296,78,0.08,0,0
19,241,20,0.57,26,0
59,135,91,0.43,0,0
34,129,42,0.27,31,0
46,116,49,0.45,0,0
34,254,69,0.32,20,1
42,92,25,0.13,0,1
58,38,21,0.16,0,0
31,131,76,0.58,0,0
19,279,13,0.35,0,0
25,215,82,0.42,0,1
20,185,22,0.45,0,0
51,190,90,0.54,0,1
42,133,1,0.03,0,0
34,102,56,0.24,0,0
52,169,35,0.33,34,0
48,236,82,0.2,0,0
29,223,52,0.28,0,0
53,285,30,0.46,0,0
52,267,7,0.34,0,0
18,29,5,0.01,0,0
42,225,8,0.32,8,0
21,39,68,0.53,0,1
40,146,91,0.5,0,1
31,186,18,0.27,0,0
52,135,10,0.47,0,1
58,274,60,0.45,0,0
23,69,14,0.04,0,1
22,197,85,0.03,0,0
17,211,24,0.09,0,1
32,296,1,0.02,0,0
32,186,35,0.5,0,0
25,54,73,0.51,45,1
45,181,87,0.57,40,0
19,93,57,0.05,0,0
25,295,56,0.17,0,0
46,220,63,0.1,0,0
21,207,62,0.2,33,0
32,193,7,0.51,0,1
28,152,11,0.15,0,0
39,251,3,0.27,9,1
17,74,86,0.54,0,0
37,221,65,0.01,0,0
31,237,38,0.07,0,1
34,248,15,0.01,19,0
59,274,97,0.22,0,0
47,150,70,0.1,0,1
59,270,89,0.23,0,1
31,272,40,0.12,0,1
16,154,29,0.34,0,0
18,182,35,0.35,0,0
51,151,86,0.34,0,1
20,58,48,0.35,0,0
39,156,79,0.07,0,0
53,221,50,0.36,5,0
31,293,55,0.52,0,0
49,95,81,0.36,0,0
20,105,80,0.4,0,0
50,281,5,0.21,24,0
42,125,27,0.1,0,0
43,199,5,0.08,0,0
27,296,79,0.27,0,0
50,282,19,0.38,0,1
22,151,30,0.06,0,0
26,35,18,0.23,41,0
42,109,20,0.5,0,0
35,214,83,0.45,0,1
51,251,77,0.53,0,0
32,270,34,0.51,30,0
46,262,74,0.16,0,0
43,197,77,0.43,27,1
25,63,37,0.15,0,1
52,241,20,0.0,0,0
54,182,78,0.25,0,1
26,211,48,0.17,0,0
29,250,57,0.36,0,1
41,58,33,0.21,0,1
54,16,98,0.56,0,1
16,122,46,0.21,0,0
21,108,93,0.24,0,0
50,233,11,0.13,0,0
59,77,12,0.34,0,0
36,175,66,0.13,0,0
54,184,45,0.38,39,0
35,37,48,0.0,10,0
54,49,70,0.03,0,0
59,248,4,0.5,0,0
50,131,27,0.57,0,0
57,53,96,0.28,0,0
29,216,86,0.53,28,1
56,87,24,0.3,0,1
30,91,47,0.33,0,0
41,177,25,0.42,0,1
56,243,43,0.13,10,0
50,19,72,0.51,0,1
32,12,38,0.24,0,0
42,47,97,0.06,0,0
48,197,85,0.57,0,0
33,149,84,0.01,0,0
54,48,26,0.56,5,0
50,203,71,0.34,0,1
33,98,92,0.42,0,0
47,235,10,0.1,0,0
35,199,33,0.59,0,0
29,235,86,0.48,0,0
25,209,22,0.33,0,0
31,263,8,0.38,0,0
28,61,31,0.57,48,1
42,121,14,0.41,37,0
41,99,77,0.01,0,1
41,20,84,0.52,17,1
19,53,72,0.56,0,0
20,99,6,0.13,0,1
16,68,57,0.4,0,0
52,250,70,0.48,43,1
36,199,97,0.52,0,0
17,290,88,0.58,0,0
35,252,14,0.59,27,0
41,178,75,0.22,0,0
49,137,75,0.5,0,1
47,75,19,0.28,0,0
30,50,71,0.03,21,0
38,160,56,0.11,0,1
37,226,5,0.08,0,1
25,249,33,0.07,18,0
39,168,69,0.54,0,1
21,281,7,0.12,0,1
59,116,90,0.14,0,0
54,59,96,0.49,0,0
21,259,80,0.35,0,0
25,224,77,0.06,0,0
20,133,65,0.04,29,0
37,64,97,0.21,0,0
31,272,71,0.15,0,1
22,64,53,0.29,0,0
34,55,17,0.39,0,0
52,272,27,0.43,0,0
26,257,14,0.13,0,0
47,163,50,0.05,0,1
18,294,3,0.44,0,0
58,215,14,0.41,0,0
45,26,45,0.56,0,0
23,265,4,0.47,0,1
55,28,33,0.23,0,1
51,41,19,0.1,0,1
20,248,67,0.4,0,1
42,136,25,0.05,9,0
37,281,16,0.33,0,0
50,285,46,0.4,46,0
52,37,18,0.42,10,0
37,199,55,0.28,0,0
16,120,56,0.29,0,0
59,84,39,0.28,0,0
34,81,85,0.29,0,0
23,132,45,0.12,0,0
47,25,60,0.23,0,0
19,170,16,0.51,0,0
18,200,31,0.49,0,0
39,124,79,0.28,0,0
42,257,34,0.0,0,0
51,273,88,0.54,0,0
55,180,17,0.08,0,0
31,268,58,0.59,0,0
33,107,55,0.37,0,1
21,183,20,0.21,0,0
39,65,3,0.28,0,0
19,219,39,0.28,0,0
23,115,85,0.16,23,1
55,210,32,0.15,29,1
55,127,81,0.0,47,0
54,197,39,0.34,29,0
42,171,12,0.28,0,0
24,181,75,0.58,0,0
32,116,43,0.21,0,1
23,246,2,0.4,14,1
43,265,91,0.46,0,0
16,277,76,0.02,0,1
32,219,25,0.06,0,1
33,56,57,0.58,16,1
45,136,37,0.4,5,0
20,158,95,0.13,10,0
26,246,37,0.53,0,0
36,181,93,0.23,0,0
40,141,79,0.46,41,1
18,238,3,0.07,0,0
52,64,85,0.17,0,0
22,97,62,0.33,45,1
22,87,60,0.34,41,0
43,36,41,0.07,7,1
18,183,11,0.32,0,0
58,199,41,0.08,0,0
54,281,16,0.36,0,0
54,268,46,0.01,0,1
23,203,32,0.35,48,0
58,17,17,0.21,0,1
23,221,41,0.3,0,0
40,66,80,0.02,48,1
40,219,98,0.34,27,0
34,93,86,0.22,0,0
21,236,88,0.27,27,0
20,135,11,0.48,0,0
45,124,49,0.05,22,1
30,272,80,0.04,18,0
53,110,53,0.48,0,0
38,278,86,0.55,0,1
45,256,50,0.21,0,0
26,199,71,0.25,0,1
46,32,84,0.24,0,0
57,209,98,0.38,0,0
36,192,45,0.35,37,1
17,46,17,0.17,0,0
31,266,38,0.31,0,0
